Unique Key,Created Date Year,Created Date Month,Created Date Day,Created Date Time Of Day,Closed Date Year,Closed Date Month,Closed Date Day,Closed Date Time Of Day,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date Year,Resolution Action Updated Date Month,Resolution Action Updated Date Day,Resolution Action Updated Date Time Of Day,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
47904736,2020,October,Evening,0,2020,October,Evening,1,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10009.0,711 FRANKLIN D ROOSEVELT DRIVE,FRANKLIN D ROOSEVELT DRIVE,FDR DRIVE EXIT    5 SOUTHBOUND,EAST    5 WALK,FDR DRIVE EXIT    5 SOUTHBOUND,EAST    5 WALK,nan,NEW YORK,FRANKLIN D ROOSEVELT DRIVE,nan,Closed,nan,The Police Department responded to the complaint and took action to fix the condition.,2020,October,Evening,5,03 MANHATTAN,1003560001.0,MANHATTAN,991209.0,201854.0,ONLINE,Unspecified,MANHATTAN,nan,nan,nan,nan,nan,nan,nan,40.72071658512041,-73.97489489884185,"(40.72071658512041, -73.97489489884185)"
47904737,2020,October,Evening,0,2020,October,Evening,1,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10029.0,415 EAST  116 STREET,EAST  116 STREET,1 AVENUE,PLEASANT AVENUE,1 AVENUE,PLEASANT AVENUE,nan,NEW YORK,EAST  116 STREET,nan,Closed,nan,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2020,October,Evening,5,11 MANHATTAN,1017100009.0,MANHATTAN,1002371.0,229162.0,ONLINE,Unspecified,MANHATTAN,nan,nan,nan,nan,nan,nan,nan,40.795654217567076,-73.93455357448326,"(40.79565421756708, -73.93455357448326)"
47904738,2020,October,Evening,0,2020,October,Evening,0,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10474.0,900 WHITTIER STREET,WHITTIER STREET,SENECA AVENUE,GARRISON AVENUE,SENECA AVENUE,GARRISON AVENUE,nan,BRONX,WHITTIER STREET,nan,Closed,nan,The Police Department responded to the complaint and took action to fix the condition.,2020,October,Evening,4,02 BRONX,2027610233.0,BRONX,1016052.0,238120.0,MOBILE,Unspecified,BRONX,nan,nan,nan,nan,nan,nan,nan,40.820202783422346,-73.88510041301126,"(40.820202783422346, -73.88510041301126)"
47904741,2020,October,Evening,9,2020,October,Evening,10,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,11426.0,81-03 251 STREET,251 STREET,81 AVENUE,82 AVENUE,81 AVENUE,82 AVENUE,nan,BELLEROSE,251 STREET,nan,Closed,nan,The Police Department responded to the complaint and took action to fix the condition.,2020,October,Evening,14,13 QUEENS,4085740075.0,QUEENS,1062252.0,209338.0,PHONE,Unspecified,QUEENS,nan,nan,nan,nan,nan,nan,nan,40.74091708169004,-73.7185162859504,"(40.740917081690036, -73.7185162859504)"
47904743,2020,October,Evening,2,2020,October,Evening,3,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11229.0,2121 EAST   13 STREET,EAST   13 STREET,AVENUE U,AVENUE V,AVENUE U,AVENUE V,nan,BROOKLYN,EAST   13 STREET,nan,Closed,nan,The Police Department issued a summons in response to the complaint.,2020,October,Evening,7,15 BROOKLYN,3073460070.0,BROOKLYN,995878.0,157150.0,PHONE,Unspecified,BROOKLYN,nan,nan,nan,nan,nan,nan,nan,40.5980090746866,-73.95812823112456,"(40.5980090746866, -73.95812823112456)"
47904744,2020,October,Evening,13,2020,October,Evening,14,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11201.0,50 BRIDGE STREET,BRIDGE STREET,PLYMOUTH STREET,WATER STREET,PLYMOUTH STREET,WATER STREET,nan,BROOKLYN,BRIDGE STREET,nan,Closed,nan,The Police Department issued a summons in response to the complaint.,2020,October,Evening,18,02 BROOKLYN,3000317502.0,BROOKLYN,988502.0,195467.0,ONLINE,Unspecified,BROOKLYN,nan,nan,nan,nan,nan,nan,nan,40.70318750544673,-73.98466463275692,"(40.70318750544673, -73.98466463275692)"
47904745,2020,October,Evening,21,2020,October,Evening,21,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10003.0,346 EAST   13 STREET,EAST   13 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,nan,NEW YORK,EAST   13 STREET,nan,Closed,nan,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,2020,October,Evening,1,03 MANHATTAN,1004540032.0,MANHATTAN,988597.0,205662.0,MOBILE,Unspecified,MANHATTAN,nan,nan,nan,nan,nan,nan,nan,40.73117028835514,-73.98431541972981,"(40.73117028835514, -73.98431541972981)"
47904746,2020,October,Evening,5,2020,October,Evening,6,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11221.0,146 PATCHEN AVENUE,PATCHEN AVENUE,PUTNAM AVENUE,JEFFERSON AVENUE,PUTNAM AVENUE,JEFFERSON AVENUE,nan,BROOKLYN,PATCHEN AVENUE,nan,Closed,nan,The Police Department issued a summons in response to the complaint.,2020,October,Evening,10,03 BROOKLYN,3016520041.0,BROOKLYN,1004558.0,189366.0,PHONE,Unspecified,BROOKLYN,nan,nan,nan,nan,nan,nan,nan,40.68641939901133,-73.92677508034987,"(40.68641939901133, -73.92677508034987)"
47904747,2020,October,Evening,0,2020,October,Evening,2,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11211.0,384 SOUTH    1 STREET,SOUTH    1 STREET,HOOPER STREET,MAUJER STREET,HOOPER STREET,MAUJER STREET,nan,BROOKLYN,SOUTH    1 STREET,nan,Closed,nan,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2020,October,Evening,2,01 BROOKLYN,3024130106.0,BROOKLYN,997627.0,198042.0,MOBILE,Unspecified,BROOKLYN,nan,nan,nan,nan,nan,nan,nan,40.710246181899954,-73.95174907329881,"(40.710246181899954, -73.95174907329881)"
47904748,2020,October,Evening,20,2020,October,Evening,20,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11370.0,70-21 31 AVENUE,31 AVENUE,70 STREET,71 STREET,70 STREET,71 STREET,nan,EAST ELMHURST,31 AVENUE,nan,Closed,nan,The Police Department issued a summons in response to the complaint.,2020,October,Evening,0,03 QUEENS,4011190042.0,QUEENS,1012807.0,215489.0,MOBILE,Unspecified,QUEENS,nan,nan,nan,nan,nan,nan,nan,40.75809789480861,-73.89692069685016,"(40.75809789480861, -73.89692069685016)"
47904755,2020,October,Evening,22,2020,October,Evening,23,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11237.0,41 VARICK AVENUE,VARICK AVENUE,HARRISON PLACE,INGRAHAM STREET,HARRISON PLACE,INGRAHAM STREET,nan,BROOKLYN,VARICK AVENUE,nan,Closed,nan,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2020,October,Evening,3,01 BROOKLYN,3029990024.0,BROOKLYN,1004473.0,196955.0,ONLINE,Unspecified,BROOKLYN,nan,nan,nan,nan,nan,nan,nan,40.7072496263902,-73.92705878071685,"(40.7072496263902, -73.92705878071685)"
48158400,2020,November,Afternoon,12,2020,November,Afternoon,12,DEP,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),nan,10032.0,nan,nan,nan,nan,FT WASHINGTON AVENUE,WEST 173 STREET,INTERSECTION,NEW YORK,nan,nan,Closed,nan,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2020,November,Afternoon,12,12 MANHATTAN,nan,MANHATTAN,1000707.0,247274.0,ONLINE,Unspecified,MANHATTAN,nan,nan,nan,nan,nan,nan,nan,40.84536978963485,-73.9405189140908,"(40.84536978963485, -73.9405189140908)"
48158421,2020,November,Afternoon,15,2020,November,Evening,12,DSNY,A - Bronx,Dirty Conditions,E1A Litter Basket / Improper Use,Sidewalk,10472.0,1755 WESTCHESTER AVENUE,WESTCHESTER AVENUE,ROSEDALE AVENUE,COMMONWEALTH AVENUE,nan,nan,ADDRESS,BRONX,nan,nan,Closed,nan,The Department of Sanitation investigated this complaint and found no violation at the location.,2020,November,Evening,12,09 BRONX,nan,BRONX,1020657.0,242164.0,ONLINE,Unspecified,BRONX,nan,nan,nan,nan,nan,nan,nan,40.83128462099994,-73.86844077840111,"(40.83128462099994, -73.86844077840111)"
48158467,2020,November,Afternoon,14,2020,November,Evening,20,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,10459.0,1161 HOE AVENUE,HOE AVENUE,nan,nan,nan,nan,ADDRESS,BRONX,nan,nan,Closed,nan,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,2020,November,Evening,20,03 BRONX,2027450037.0,BRONX,1014442.0,240825.0,PHONE,Unspecified,BRONX,nan,nan,nan,nan,nan,nan,nan,40.82763288480915,-73.89090511270797,"(40.82763288480915, -73.89090511270797)"
48158475,2020,November,Afternoon,15,2020,November,Evening,10,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10304.0,130 OSGOOD AVENUE,OSGOOD AVENUE,nan,nan,nan,nan,ADDRESS,STATEN ISLAND,nan,nan,Closed,nan,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2020,November,Evening,10,01 STATEN ISLAND,5006330084.0,STATEN ISLAND,961621.0,164527.0,ONLINE,Unspecified,STATEN ISLAND,nan,nan,nan,nan,nan,nan,nan,40.6182361585745,-74.08151044730276,"(40.6182361585745, -74.08151044730276)"
47904761,2020,October,Evening,17,2020,October,Evening,17,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11429.0,107-34 219 STREET,219 STREET,107 AVENUE,DEAD END,107 AVENUE,DEAD END,nan,QUEENS VILLAGE,219 STREET,nan,Closed,nan,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2020,October,Evening,21,13 QUEENS,nan,QUEENS,1057239.0,197940.0,MOBILE,Unspecified,QUEENS,nan,nan,nan,nan,nan,nan,nan,40.709675275034776,-73.73673007029502,"(40.709675275034776, -73.73673007029502)"
47904762,2020,October,Evening,0,2020,October,Evening,1,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10034.0,20 SEAMAN AVENUE,SEAMAN AVENUE,DYCKMAN STREET,CUMMING STREET,DYCKMAN STREET,CUMMING STREET,nan,NEW YORK,SEAMAN AVENUE,nan,Closed,nan,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2020,October,Evening,5,12 MANHATTAN,1022470041.0,MANHATTAN,1004339.0,255048.0,MOBILE,Unspecified,MANHATTAN,nan,nan,nan,nan,nan,nan,nan,40.86669957350821,-73.92736836296488,"(40.866699573508214, -73.92736836296487)"
48158477,2020,November,Afternoon,12,,,,,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11230.0,1299 OCEAN AVENUE,OCEAN AVENUE,nan,nan,nan,nan,ADDRESS,BROOKLYN,nan,nan,Open,nan,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2020,November,Afternoon,0,14 BROOKLYN,3075480006.0,BROOKLYN,996086.0,169123.0,PHONE,Unspecified,BROOKLYN,nan,nan,nan,nan,nan,nan,nan,40.63087220646671,-73.95735824737767,"(40.630872206466705, -73.95735824737767)"
47904764,2020,October,Evening,22,2020,October,Evening,22,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10457.0,1824 MONROE AVENUE,MONROE AVENUE,EAST  175 STREET,EAST  176 STREET,EAST  175 STREET,EAST  176 STREET,nan,BRONX,MONROE AVENUE,nan,Closed,nan,The Police Department responded to the complaint and determined that police action was not necessary.,2020,October,Evening,2,05 BRONX,2028000036.0,BRONX,1010153.0,247961.0,ONLINE,Unspecified,BRONX,nan,nan,nan,nan,nan,nan,nan,40.84723274423753,-73.90637528749404,"(40.847232744237544, -73.90637528749404)"
47904765,2020,October,Evening,20,2020,October,Evening,21,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10457.0,EAST  180 STREET,EAST  180 STREET,EAST  180 STREET,MONTEREY AVENUE,EAST  180 STREET,MONTEREY AVENUE,nan,nan,nan,nan,Closed,nan,The Police Department responded to the complaint and took action to fix the condition.,2020,October,Evening,1,06 BRONX,nan,BRONX,1013814.0,249063.0,PHONE,Unspecified,BRONX,nan,nan,nan,nan,nan,nan,nan,40.85024590786227,-73.89313799380443,"(40.85024590786227, -73.89313799380442)"
47904768,2020,October,Evening,16,2020,October,Evening,19,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10461.0,2430 HALSEY STREET,HALSEY STREET,KINNEAR PLACE,HERSCHELL STREET,KINNEAR PLACE,HERSCHELL STREET,nan,BRONX,HALSEY STREET,nan,Closed,nan,The Police Department responded to the complaint and determined that police action was not necessary.,2020,October,Evening,23,10 BRONX,2038440104.0,BRONX,1027262.0,244017.0,ONLINE,Unspecified,BRONX,nan,nan,nan,nan,nan,nan,nan,40.836340867042864,-73.84456131694202,"(40.836340867042864, -73.84456131694202)"
47904769,2020,October,Evening,23,2020,October,Evening,23,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10019.0,606 WEST   57 STREET,WEST   57 STREET,11 AVENUE,BEND,11 AVENUE,BEND,nan,NEW YORK,WEST   57 STREET,nan,Closed,nan,The Police Department responded to the complaint and took action to fix the condition.,2020,October,Evening,3,04 MANHATTAN,1011040031.0,MANHATTAN,986481.0,220002.0,ONLINE,Unspecified,MANHATTAN,nan,nan,nan,nan,nan,nan,nan,40.77053075115639,-73.99194548427923,"(40.77053075115638, -73.99194548427923)"
47904770,2020,October,Evening,17,2020,October,Evening,18,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10307.0,95 SPRAGUE AVENUE,SPRAGUE AVENUE,KEPPEL AVENUE,PETUNIA COURT,KEPPEL AVENUE,PETUNIA COURT,nan,STATEN ISLAND,SPRAGUE AVENUE,nan,Closed,nan,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2020,October,Evening,22,03 STATEN ISLAND,5078410064.0,STATEN ISLAND,917703.0,124751.0,MOBILE,Unspecified,STATEN ISLAND,nan,nan,nan,nan,nan,nan,nan,40.50883813615863,-74.23931266669246,"(40.50883813615863, -74.23931266669246)"
47904771,2020,October,Evening,1,2020,October,Evening,1,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11368.0,108-37 41 AVENUE,41 AVENUE,108 STREET,111 STREET,108 STREET,111 STREET,nan,CORONA,41 AVENUE,nan,Closed,nan,The Police Department responded to the complaint and took action to fix the condition.,2020,October,Evening,5,04 QUEENS,4019960071.0,QUEENS,1023613.0,212615.0,ONLINE,Unspecified,QUEENS,nan,nan,nan,nan,nan,nan,nan,40.7501679998014,-73.85793225975327,"(40.7501679998014, -73.85793225975327)"
47904772,2020,October,Evening,8,2020,October,Evening,9,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11106.0,33-21 29 STREET,29 STREET,33 AVENUE,34 AVENUE,33 AVENUE,34 AVENUE,nan,ASTORIA,29 STREET,nan,Closed,nan,The Police Department issued a summons in response to the complaint.,2020,October,Evening,13,01 QUEENS,4005860020.0,QUEENS,1004229.0,216757.0,MOBILE,Unspecified,QUEENS,nan,nan,nan,nan,nan,nan,nan,40.76160177326307,-73.92788004714379,"(40.761601773263074, -73.92788004714379)"
47904773,2020,October,Evening,22,2020,October,Evening,22,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10003.0,203 EAST   13 STREET,EAST   13 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,nan,NEW YORK,EAST   13 STREET,nan,Closed,nan,The Police Department reviewed your complaint and provided additional information below.,2020,October,Evening,2,03 MANHATTAN,1004697501.0,MANHATTAN,987767.0,206130.0,MOBILE,Unspecified,MANHATTAN,nan,nan,nan,nan,nan,nan,nan,40.73245520251072,-73.98730993043402,"(40.732455202510714, -73.98730993043401)"
47904777,2020,October,Evening,22,2020,October,Evening,0,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11213.0,734 CROWN STREET,CROWN STREET,SCHENECTADY AVENUE,UTICA AVENUE,SCHENECTADY AVENUE,UTICA AVENUE,nan,BROOKLYN,CROWN STREET,nan,Closed,nan,The Police Department responded to the complaint and took action to fix the condition.,2020,October,Evening,4,09 BROOKLYN,3014190020.0,BROOKLYN,1002782.0,181676.0,ONLINE,Unspecified,BROOKLYN,nan,nan,nan,nan,nan,nan,nan,40.665315985451045,-73.93319997761678,"(40.66531598545105, -73.93319997761678)"
47904778,2020,October,Evening,22,2020,October,Evening,22,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10036.0,401 WEST   48 STREET,WEST   48 STREET,9 AVENUE,10 AVENUE,9 AVENUE,10 AVENUE,nan,NEW YORK,WEST   48 STREET,nan,Closed,nan,The Police Department responded to the complaint and determined that police action was not necessary.,2020,October,Evening,2,04 MANHATTAN,1010580029.0,MANHATTAN,986941.0,217048.0,ONLINE,Unspecified,MANHATTAN,nan,nan,nan,nan,nan,nan,nan,40.76242265800744,-73.99028594206287,"(40.76242265800744, -73.99028594206287)"
47904779,2020,October,Evening,23,2020,October,Evening,0,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10018.0,505 WEST   37 STREET,WEST   37 STREET,10 AVENUE,AMTRAK-NORTHEAST LINE,10 AVENUE,AMTRAK-NORTHEAST LINE,nan,NEW YORK,WEST   37 STREET,nan,Closed,nan,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2020,October,Evening,4,04 MANHATTAN,1007090031.0,MANHATTAN,984755.0,214955.0,ONLINE,Unspecified,MANHATTAN,nan,nan,nan,nan,nan,nan,nan,40.75667830418574,-73.9981771920477,"(40.75667830418574, -73.9981771920477)"
48034540,2020,October,Night,12,2020,November,Night,17,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11234.0,1271 EAST   51 STREET,EAST   51 STREET,nan,nan,nan,nan,ADDRESS,BROOKLYN,nan,nan,Closed,nan,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2020,November,Night,17,18 BROOKLYN,3077770026.0,BROOKLYN,1004510.0,168722.0,PHONE,Unspecified,BROOKLYN,nan,nan,nan,nan,nan,nan,nan,40.62975628535132,-73.9270101783953,"(40.62975628535132, -73.9270101783953)"
48034542,2020,October,Night,13,2020,November,Night,11,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10040.0,4500 BROADWAY,BROADWAY,nan,nan,nan,nan,ADDRESS,NEW YORK,nan,nan,Closed,nan,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2020,November,Night,11,12 MANHATTAN,1021700083.0,MANHATTAN,1003080.0,251889.0,MOBILE,Unspecified,MANHATTAN,nan,nan,nan,nan,nan,nan,nan,40.85803185007194,-73.93192914204178,"(40.85803185007194, -73.93192914204178)"
48158480,2020,November,Afternoon,14,2020,November,Evening,17,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10467.0,3572 DEKALB AVENUE,DEKALB AVENUE,nan,nan,nan,nan,ADDRESS,BRONX,nan,nan,Closed,nan,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2020,November,Evening,17,07 BRONX,2033290010.0,BRONX,1017740.0,261467.0,PHONE,Unspecified,BRONX,nan,nan,nan,nan,nan,nan,nan,40.884277062723896,-73.87888510394455,"(40.8842770627239, -73.87888510394457)"
